transaction_id,account_id,transaction_amount,transaction_date,transaction_type,location,device_id,ip_address,merchant_id,channel,customer_age,customer_occupation,transaction_duration,login_attempts,account_balance,previous_transaction_date,transaction_hour,day_of_week,anomaly_score,fraud_flag,llm_explanation
TX000386,AC00456,101.04,07-10-2023 18:16,Debit,San Antonio,D000020,143.212.47.226,M067,ATM,27,Student,160,1,1695.57,11-04-2024 08:06,18,5,0.125028505,0,
TX000389,AC00279,99.36,05-09-2023 16:55,Debit,Seattle,D000019,93.151.52.152,M004,ATM,40,Doctor,46,1,1272.12,11-04-2024 08:09,16,1,0.157132368,0,
TX000394,AC00265,215.94,06-05-2023 16:06,Credit,Virginia Beach,D000037,53.218.177.171,M021,Online,22,Student,140,1,1841.69,11-04-2024 08:10,16,5,0.17776347,0,
TX000397,AC00039,416.37,10-11-2023 16:14,Debit,Columbus,D000686,198.24.183.157,M015,Online,35,Engineer,67,1,7936.91,11-04-2024 08:08,16,4,0.174476257,0,
TX000401,AC00145,194.85,09-12-2023 16:50,Debit,Jacksonville,D000601,148.234.210.167,M096,Online,23,Student,130,4,319.84,11-04-2024 08:08,16,5,0.038534877,0,
TX000404,AC00020,353.82,04-10-2023 17:57,Debit,Milwaukee,D000043,72.128.135.172,M035,ATM,42,Doctor,143,1,705.75,11-04-2024 08:06,17,2,0.161050516,0,
TX000407,AC00401,364.42,10-10-2023 17:07,Debit,Colorado Springs,D000469,120.32.147.210,M078,ATM,51,Engineer,146,1,8119.73,11-04-2024 08:09,17,1,0.154378498,0,
TX000409,AC00177,230.61,09-04-2023 16:41,Debit,Raleigh,D000083,97.4.209.133,M076,Branch,80,Retired,204,1,2561.42,11-04-2024 08:09,16,6,0.089833581,0,
TX000418,AC00274,775.23,08-07-2023 16:40,Credit,Albuquerque,D000220,112.222.0.29,M036,Online,59,Doctor,38,1,5977.59,11-04-2024 08:07,16,5,0.14709273,0,
TX000421,AC00318,946.94,12-11-2023 17:19,Debit,Charlotte,D000019,30.92.249.132,M018,Branch,53,Retired,251,1,5579.11,11-04-2024 08:07,17,6,0.062530625,0,
TX000425,AC00267,119.72,02-03-2023 18:15,Debit,Tucson,D000445,147.227.81.224,M011,Branch,30,Engineer,123,1,3435.34,11-04-2024 08:10,18,3,0.132794666,0,
TX000429,AC00182,677.29,05-01-2023 18:28,Debit,Houston,D000016,49.172.82.247,M015,Online,27,Engineer,287,1,627.79,11-04-2024 08:07,18,3,0.023849146,0,
TX000434,AC00475,85.35,07-05-2023 16:08,Debit,Washington,D000514,100.4.40.132,M074,ATM,66,Retired,166,1,2173.76,11-04-2024 08:06,16,6,0.138224263,0,
TX000435,AC00217,79.76,02-06-2023 16:26,Debit,Raleigh,D000268,157.130.28.27,M055,Branch,39,Engineer,170,1,6452.14,11-04-2024 08:09,16,4,0.179558382,0,
TX000436,AC00452,778.49,07-03-2023 16:48,Credit,Omaha,D000102,161.71.2.223,M054,Online,75,Retired,107,1,7713.67,11-04-2024 08:09,16,1,0.096812073,0,
TX000444,AC00273,136.32,10-11-2023 18:50,Debit,Miami,D000548,217.233.219.196,M060,Online,19,Student,113,1,264.83,11-04-2024 08:09,18,4,0.09634949,0,
TX000445,AC00280,251.06,12-06-2023 17:27,Debit,Colorado Springs,D000593,195.237.152.198,M003,Online,36,Doctor,34,1,10001.66,11-04-2024 08:10,17,0,0.101056324,0,
TX000448,AC00072,73.28,03-10-2023 17:33,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,1329.41,11-04-2024 08:10,17,1,0.126406536,0,
TX000450,AC00407,689.29,01-06-2023 17:30,Debit,El Paso,D000286,166.41.54.117,M034,ATM,22,Student,100,1,168.84,11-04-2024 08:07,17,3,0.124462532,0,
TX000451,AC00495,745.03,08-03-2023 17:42,Debit,Fort Worth,D000031,30.92.249.132,M075,Online,28,Student,231,1,160.57,11-04-2024 08:09,17,2,0.078136177,0,
TX000452,AC00119,54.61,12-04-2023 16:10,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,7135.64,11-04-2024 08:07,16,2,0.177079191,0,
TX000454,AC00235,107.47,04-12-2023 17:39,Debit,Austin,D000606,59.208.79.116,M037,Online,67,Retired,144,1,7517.5,11-04-2024 08:12,17,0,0.128229838,0,
TX000456,AC00307,219.63,11-10-2023 16:06,Debit,Charlotte,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1,8013.63,11-04-2024 08:07,16,2,0.16699632,0,
TX000457,AC00434,188.7,02-10-2023 16:01,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,5077.06,11-04-2024 08:09,16,0,0.156426566,0,
TX000462,AC00200,697.32,05-11-2023 16:30,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02,11-04-2024 08:11,16,6,0.133131629,0,
TX000466,AC00177,623.9,08-08-2023 17:44,Debit,San Jose,D000162,206.84.69.39,M005,ATM,27,Student,249,1,711.47,11-04-2024 08:10,17,1,0.087994213,0,
TX000469,AC00218,346.85,11-03-2023 18:33,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,11-04-2024 08:10,18,5,0.128715205,0,
TX000476,AC00464,1431.3,09-04-2023 18:46,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,11-04-2024 08:11,18,6,-0.004917968,1,"This transaction raises several red flags indicative of potential fraud:

1. **Transaction Amount vs. Account Balance**: The transaction amount of $1431.30 exceeds the account balance of $1058.13. This discrepancy suggests that the transaction cannot be completed without overdrawing the account, which is unusual behavior and may indicate unauthorized access.

2. **Transaction Duration**: The transaction duration of 168 seconds is relatively long for a typical transaction, which could imply that the user was experiencing difficulties or that the transaction was being manipulated.

3. **Single Login Attempt**: The fact that there was only"
TX000481,AC00306,144.3,12-08-2023 17:24,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19,11-04-2024 08:10,17,5,0.128242672,0,
TX000482,AC00229,348.7,05-02-2023 17:13,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,11-04-2024 08:06,17,6,0.143322576,0,
TX000483,AC00148,366.21,01-12-2023 17:57,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,11-04-2024 08:11,17,4,0.124657519,0,
TX000484,AC00305,99.11,05-01-2023 16:58,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,11-04-2024 08:09,16,3,0.15714525,0,
TX000486,AC00400,188.99,06-08-2023 16:43,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,7315.34,11-04-2024 08:07,16,6,0.166992573,0,
TX000488,AC00128,710.14,03-08-2023 16:20,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,465.63,11-04-2024 08:12,16,3,0.099022556,0,
TX000493,AC00213,66.58,12-04-2023 17:06,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,11-04-2024 08:08,17,2,0.172495169,0,
TX000494,AC00075,223.43,02-08-2023 17:59,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,11-04-2024 08:09,17,2,0.12371072,0,
TX000496,AC00039,634.86,08-10-2023 16:28,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5,11-04-2024 08:08,16,6,0.1258516,0,
TX000499,AC00450,654.48,08-07-2023 16:37,Debit,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,6776.41,11-04-2024 08:10,16,5,0.130325905,0,
TX000501,AC00433,120.9,07-12-2023 16:17,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,11-04-2024 08:08,16,3,0.169465274,0,
TX000504,AC00080,149.25,04-10-2023 16:38,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,11-04-2024 08:07,16,2,0.184722793,0,
TX000511,AC00167,448.33,05-01-2023 16:11,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,25,Student,161,1,922.19,11-04-2024 08:09,16,3,0.16347282,0,
TX000514,AC00469,65.57,04-06-2023 17:24,Debit,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,7513.79,11-04-2024 08:06,17,6,0.143448896,0,
TX000518,AC00122,358.18,04-10-2023 16:44,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,619.86,11-04-2024 08:07,16,2,0.132617103,0,
TX000521,AC00098,137.57,12-11-2023 17:26,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67,11-04-2024 08:11,17,6,0.158857064,0,
TX000522,AC00345,534.62,12-05-2023 17:51,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,13793.53,11-04-2024 08:06,17,4,0.112041894,0,
TX000526,AC00313,660.02,10-12-2023 16:57,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20,Student,84,1,414.43,11-04-2024 08:08,16,6,0.120136129,0,
TX000531,AC00369,541.79,08-11-2023 16:43,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08,11-04-2024 08:11,16,2,0.156098697,0,
TX000534,AC00437,498.67,12-05-2023 16:19,Debit,Miami,D000690,89.6.100.149,M036,Online,28,Student,244,1,1719.97,11-04-2024 08:08,16,4,0.139835213,0,
TX000536,AC00161,1182.86,12-11-2023 16:06,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16,11-04-2024 08:08,16,6,0.063807877,0,
TX000537,AC00125,56.94,12-11-2023 16:52,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,11-04-2024 08:07,16,6,0.132643856,0,
TX000546,AC00045,204.56,09-11-2023 17:51,Credit,San Diego,D000094,44.197.126.59,M013,Branch,18,Student,179,1,364.72,11-04-2024 08:10,17,3,0.126366652,0,
TX000548,AC00456,97.09,04-10-2023 18:26,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57,11-04-2024 08:06,18,2,0.001910997,0,
TX000549,AC00041,124.59,05-05-2023 17:32,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,27,Student,171,1,129.29,11-04-2024 08:09,17,4,0.150306931,0,
TX000550,AC00257,73.88,01-02-2023 16:27,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,11-04-2024 08:09,16,2,0.170561386,0,
TX000553,AC00158,245.93,06-06-2023 18:53,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,11-04-2024 08:11,18,1,0.108057162,0,
TX000554,AC00086,622.41,12-11-2023 16:57,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,64,Doctor,125,1,7322.01,11-04-2024 08:07,16,6,0.146114965,0,
TX000555,AC00322,43.73,04-03-2023 16:43,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,11-04-2024 08:10,16,5,0.151962307,0,
TX000558,AC00402,770.65,07-05-2023 17:49,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,31,Doctor,137,1,7198.8,11-04-2024 08:09,17,6,0.121821917,0,
TX000561,AC00114,27.07,03-06-2023 17:39,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29,11-04-2024 08:09,17,5,0.105381986,0,
TX000569,AC00298,163.94,08-03-2023 18:49,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1,5957.37,11-04-2024 08:09,18,2,0.133782925,0,
TX000570,AC00460,170.53,02-06-2023 18:59,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,24,Student,58,1,801.01,11-04-2024 08:09,18,4,0.110175496,0,
TX000574,AC00461,350.46,12-08-2023 16:16,Debit,Nashville,D000079,152.234.65.155,M023,Branch,51,Retired,165,1,5839.38,11-04-2024 08:06,16,5,0.191375839,0,
TX000575,AC00188,220.41,09-04-2023 16:42,Credit,El Paso,D000574,133.223.159.151,M059,Online,26,Engineer,155,1,5116.98,11-04-2024 08:10,16,6,0.157077483,0,
TX000577,AC00345,104.79,08-07-2023 16:06,Debit,Denver,D000531,80.247.6.83,M039,ATM,70,Doctor,223,1,1352.19,11-04-2024 08:10,16,5,0.130562369,0,
TX000579,AC00296,48.85,12-08-2023 16:45,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,11-04-2024 08:07,16,5,0.152944351,0,
TX000584,AC00022,514.33,06-02-2023 16:27,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25,Student,160,1,1592.94,11-04-2024 08:12,16,0,0.124149514,0,
TX000586,AC00362,94.59,12-01-2023 17:04,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89,11-04-2024 08:10,17,3,0.168624207,0,
TX000587,AC00170,80.43,01-04-2023 16:09,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67,11-04-2024 08:08,16,5,0.193478412,0,
TX000593,AC00426,107.03,03-06-2023 18:27,Debit,Miami,D000628,221.23.158.87,M038,Branch,27,Student,73,1,1408.07,11-04-2024 08:12,18,5,0.128213929,0,
TX000595,AC00051,312.47,05-02-2023 17:24,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,11-04-2024 08:08,17,6,0.013480772,0,
TX000596,AC00471,346.11,01-04-2023 17:00,Debit,Dallas,D000362,130.92.201.49,M007,Branch,41,Engineer,213,1,9551.64,11-04-2024 08:08,17,5,0.130452503,0,
TX000605,AC00398,175.07,09-04-2023 17:46,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,26,Student,169,1,1040.25,11-04-2024 08:08,17,6,0.143503162,0,
TX000607,AC00225,175.15,11-09-2023 17:02,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,11-04-2024 08:09,17,0,0.118251836,0,
TX000608,AC00150,32.54,07-04-2023 16:25,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,11-04-2024 08:07,16,4,0.032056856,0,
TX000609,AC00413,121.82,09-08-2023 18:24,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,11-04-2024 08:11,18,2,0.082538291,0,
TX000613,AC00149,35.73,06-12-2023 16:48,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,11-04-2024 08:11,16,2,0.164889553,0,
TX000618,AC00366,115.11,05-05-2023 17:34,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,11-04-2024 08:10,17,4,0.15189292,0,
TX000620,AC00130,168.54,02-02-2023 16:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406,11-04-2024 08:08,16,3,0.050222894,0,
TX000622,AC00219,408.46,03-01-2023 16:17,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,11-04-2024 08:08,16,1,0.124368811,0,
TX000629,AC00358,266.57,07-03-2023 17:56,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,11-04-2024 08:07,17,1,0.152575701,0,
TX000631,AC00393,339.35,02-03-2023 16:08,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,11-04-2024 08:08,16,3,0.142858855,0,
TX000639,AC00416,655.15,01-02-2023 16:22,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,11-04-2024 08:07,16,2,0.08467995,0,
TX000640,AC00058,320.55,05-01-2023 17:11,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,11-04-2024 08:08,17,3,0.167582344,0,
TX000641,AC00170,41.51,10-04-2023 16:47,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,11-04-2024 08:11,16,0,0.113550937,0,
TX000647,AC00056,56.89,02-03-2023 18:03,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,11-04-2024 08:09,18,3,0.110312382,0,
TX000648,AC00276,20.22,03-10-2023 18:26,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,11-04-2024 08:06,18,1,0.102850297,0,
TX000650,AC00143,73.88,05-08-2023 17:42,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,11-04-2024 08:08,17,5,0.178644053,0,
TX000656,AC00458,156.26,01-02-2023 17:49,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,11-04-2024 08:09,17,2,0.171900431,0,
TX000661,AC00257,326.29,12-06-2023 17:10,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,11-04-2024 08:10,17,0,0.109328033,0,
TX000665,AC00133,245.67,01-02-2023 18:35,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,11-04-2024 08:07,18,2,0.121428698,0,
TX000666,AC00393,152.18,08-07-2023 16:57,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,11-04-2024 08:10,16,5,0.033904401,0,
TX000670,AC00023,126.22,05-04-2023 16:25,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,11-04-2024 08:07,16,2,0.047657749,0,
TX000674,AC00130,197.49,07-03-2023 16:36,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,11-04-2024 08:06,16,1,0.159909044,0,
TX000678,AC00182,375.17,06-08-2023 17:20,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,11-04-2024 08:11,17,6,0.059319494,0,
TX000682,AC00356,499.99,08-02-2023 16:01,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885,11-04-2024 08:09,16,2,0.07733367,0,
TX000687,AC00370,280.92,01-01-2024 18:21,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,11-04-2024 08:06,18,0,0.093126348,0,
TX000688,AC00330,42.42,06-01-2023 17:19,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,11-04-2024 08:09,17,4,0.155942935,0,
TX000691,AC00287,568.76,10-09-2023 16:48,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,11-04-2024 08:12,16,6,0.154923136,0,
TX000693,AC00465,105.94,08-07-2023 16:02,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,11-04-2024 08:09,16,5,0.173375812,0,
TX000698,AC00026,278.27,04-10-2023 16:47,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,11-04-2024 08:09,16,2,0.172868869,0,
TX000699,AC00277,470.3,09-12-2023 18:46,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,11-04-2024 08:08,18,5,0.117909962,0,
TX000701,AC00367,365.04,03-06-2023 16:29,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89,11-04-2024 08:12,16,5,0.170700816,0,
TX000703,AC00111,21.49,05-04-2023 16:51,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24,11-04-2024 08:08,16,2,0.084984447,0,
TX000704,AC00220,63.58,09-11-2023 17:43,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,11-04-2024 08:11,17,3,0.10655853,0,
TX000706,AC00137,12.11,12-12-2023 16:17,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,11-04-2024 08:07,16,1,0.115357142,0,
TX000707,AC00004,642.54,05-10-2023 18:49,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,11-04-2024 08:10,18,3,0.084638231,0,
TX000708,AC00442,210.45,12-11-2023 16:47,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49,11-04-2024 08:06,16,6,0.172058733,0,
TX000710,AC00462,99.76,08-07-2023 16:21,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89,11-04-2024 08:06,16,5,0.173356657,0,
TX000714,AC00382,98.81,09-04-2023 16:48,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1,11-04-2024 08:08,16,6,0.170589882,0,
TX000721,AC00102,237.86,02-06-2023 17:48,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63,11-04-2024 08:10,17,4,0.125834693,0,
TX000724,AC00237,72.75,05-01-2023 16:30,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,11-04-2024 08:07,16,3,0.102067014,0,
TX000725,AC00279,39.11,09-01-2023 18:05,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54,11-04-2024 08:08,18,0,0.054413194,0,
TX000726,AC00067,1309.79,03-06-2023 16:33,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93,11-04-2024 08:11,16,5,0.086878599,0,
TX000729,AC00244,504.71,04-10-2023 18:27,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,11-04-2024 08:08,18,2,0.111569989,0,
TX000733,AC00457,121.71,09-05-2023 17:02,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,11-04-2024 08:11,17,1,0.172857338,0,
TX000734,AC00046,98.87,01-03-2023 17:51,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2,11-04-2024 08:06,17,2,0.133002574,0,
TX000737,AC00181,321.93,12-04-2023 18:27,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,11-04-2024 08:07,18,2,0.09066923,0,
TX000739,AC00288,283.23,02-06-2023 16:48,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,11-04-2024 08:07,16,4,0.194886121,0,
TX000740,AC00014,346.65,01-01-2024 16:17,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,11-04-2024 08:06,16,0,0.129375093,0,
TX000743,AC00159,29.22,07-06-2023 18:16,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,11-04-2024 08:09,18,2,0.119044494,0,
TX000745,AC00326,348.64,06-09-2023 17:12,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96,11-04-2024 08:11,17,2,0.174093035,0,
TX000746,AC00110,319.17,01-11-2023 16:58,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56,11-04-2024 08:08,16,2,0.164267572,0,
TX000747,AC00110,73.95,11-03-2023 16:39,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,26,Student,76,1,363.92,11-04-2024 08:07,16,5,0.166869675,0,
TX000751,AC00282,56.35,02-09-2023 16:09,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73,11-04-2024 08:07,16,5,0.186226392,0,
TX000755,AC00153,84.34,06-08-2023 16:27,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97,11-04-2024 08:09,16,6,0.019934279,0,
TX000756,AC00460,1607.55,09-07-2023 16:27,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1,6227.99,11-04-2024 08:07,16,6,0.053533515,0,
TX000761,AC00126,319.27,08-07-2023 16:54,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,11-04-2024 08:12,16,5,0.163647655,0,
TX000763,AC00165,820.62,03-03-2023 17:18,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8,11-04-2024 08:07,17,4,0.143675481,0,
TX000765,AC00329,542.72,09-04-2023 18:37,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1,6011.8,11-04-2024 08:08,18,6,0.107741679,0,
TX000769,AC00233,445.79,07-07-2023 17:19,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,52,Doctor,161,1,717.99,11-04-2024 08:12,17,4,0.158286582,0,
TX000771,AC00324,158.41,02-09-2023 16:28,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,28,Student,16,1,1512.16,11-04-2024 08:10,16,5,0.162874946,0,
TX000776,AC00092,173.74,09-08-2023 17:48,Debit,Houston,D000127,161.177.41.214,M074,Online,80,Retired,64,1,4913.42,11-04-2024 08:11,17,2,0.120785436,0,
TX000777,AC00354,176.11,08-10-2023 16:48,Debit,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35,11-04-2024 08:10,16,6,0.155093976,0,
TX000778,AC00358,88.4,11-10-2023 18:02,Debit,Fort Worth,D000112,112.196.12.19,M065,Online,46,Engineer,174,1,2567.53,11-04-2024 08:09,18,2,0.123019905,0,
TX000780,AC00013,138.11,12-11-2023 17:29,Credit,Phoenix,D000227,20.147.6.179,M001,Online,68,Retired,104,1,4177.65,11-04-2024 08:07,17,6,0.149495994,0,
TX000783,AC00399,300.61,05-01-2023 17:21,Debit,El Paso,D000086,165.35.58.173,M006,Online,44,Doctor,51,1,7895.54,11-04-2024 08:11,17,3,0.172589552,0,
TX000784,AC00323,265.94,06-05-2023 16:11,Debit,Boston,D000581,106.244.1.47,M085,Online,54,Engineer,132,1,6781.3,11-04-2024 08:06,16,5,0.196829012,0,
TX000786,AC00211,411.52,01-10-2023 17:40,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39,11-04-2024 08:09,17,6,0.12112317,0,
TX000791,AC00027,262.06,09-11-2023 16:09,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,63,Doctor,118,1,13587.52,11-04-2024 08:10,16,3,0.12989667,0,
TX000793,AC00468,253.55,01-11-2023 16:56,Debit,Jacksonville,D000112,41.82.55.163,M007,ATM,28,Engineer,85,5,2797.26,11-04-2024 08:09,16,2,0.004606274,0,
TX000795,AC00425,175.94,06-05-2023 16:16,Debit,Indianapolis,D000438,47.167.178.158,M044,ATM,57,Retired,89,1,3728.04,11-04-2024 08:07,16,5,0.189622246,0,
TX000803,AC00411,362.27,05-11-2023 16:36,Debit,Jacksonville,D000073,69.160.14.157,M051,ATM,80,Retired,47,1,6003.59,11-04-2024 08:07,16,6,0.112794903,0,
TX000805,AC00272,351.99,06-12-2023 16:58,Debit,Chicago,D000513,15.176.70.194,M001,ATM,80,Retired,45,2,3663.64,11-04-2024 08:11,16,2,0.024917238,0,
TX000807,AC00053,24.77,11-01-2023 16:55,Credit,Nashville,D000449,223.32.70.156,M002,Online,40,Engineer,17,1,478.23,11-04-2024 08:07,16,2,0.129657808,0,
TX000808,AC00316,668.67,11-07-2023 17:38,Debit,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,13446.81,11-04-2024 08:06,17,1,-0.028076365,1,"The transaction in question raises several red flags that may indicate fraudulent activity:

1. **High Transaction Amount**: The amount of $668.67 is relatively significant compared to the account balance of $13,446.81. While not excessively high, it could be considered unusual depending on the account holder's typical transaction patterns.

2. **Multiple Login Attempts**: The presence of 4 login attempts prior to the transaction suggests potential unauthorized access. This behavior is often indicative of someone trying to gain access to the account, which is a common tactic used in fraud.

3. **Transaction Duration**:"
